	Unnamed: 0	id	qid1	qid2	question1	question2	is_duplicate	prediction_match
3794	170753	170753	263959	263960	Can I learn hand-to-hand combat?	Can I learn close hand-to-hand combat?	1	3
3797	170907	170907	5964	167916	How much water should one drink in one day?	How much water should I drink a day?	1	3
3809	171413	171413	264841	264842	Car exporter in Canada?	Where can I get high quality and best professionalism in Brisbane for any house painting work?	0	3
3813	171643	171643	265188	265189	Can you read minds?	Can Facebook read your mind?	0	3
3833	172444	172444	28570	86852	Can Cold War begin again?	Can another cold war occur?	1	3
3847	172949	172949	266919	266920	Can something have negative mass?	Can an object ever have negative mass?	1	1
3849	173050	173050	34654	21356	How does sex feel like for the first time?	How is first time sex experience?	1	1
3850	173173	173173	267204	267205	What is one plus two?	What is one plus one?	0	1
3857	173437	173437	75903	267562	Where can I get Pest Control service provider in Blue Mountains?	Where can I get affordable pest control services at Blue Mountains?	0	2
3859	173598	173598	267768	267769	Can you walk on the Dead Sea?	Why should you stay longer than 1 day visiting the Dead Sea?	0	2
3868	173968	173968	268239	268240	Can anaerobic bacteria survive in space?	Can bacteria survive in Outer space?	1	3
3870	174026	174026	13326	171803	Can meditation be the cure of bipolar disorder?	Can bipolar disorder be cured?	0	3
3875	174281	174281	268635	54992	How can evaporated milk be substituted for condensed milk?	Can you substitute condensed milk for evaporated milk? Why or why not?	0	3
3879	174398	174398	150608	40545	Where can I get best support in Sydney for buying a property?	Where can I get best assistance in Sydney for buying property?	1	2
3880	174540	174540	268962	104203	How do scanning electron microscopes function?	What is the difference between a Scanning Electron Microscope and a Transmission Electron Microscope?	0	1
3883	174608	174608	269058	184109	How much coffee do you drink a day?	How much coffee should one drink per day?	0	3
3889	174829	174829	269331	269332	Can we have sex during menstruation?	Can you have sex during menstruation?	1	1
3890	174830	174830	269333	269334	2. Where does DNA polymerase gets energy to take triphosphate and join to sugar phosphate chain during DNA replication?	Where does DNA polymerase gets energy to take triphosphate and join to sugar phosphate chain during DNA replication?	1	2
3903	175580	175580	270313	270314	How does one gain weight if one is a vegetarian?	What is the best vegetarian diet plan to gain healthy weight?	0	3
3908	175674	175674	270445	270446	What is quantitative aptitude?	How should I study quantitative aptitude?	0	1
3914	175977	175977	143113	112665	Where can I get very professional furniture removal service in Central Coast?	Where can I get most reliable moving services in Central Coast?	0	2
3924	176556	176556	271624	271625	What are toxic effects of depleted uranium?	What is effect of depleted uranium?	1	1
3928	176635	176635	271729	217710	How is chronic fatigue syndrome diagnosed?	How is Chronic Fatigue Syndrome treated?	0	3
3929	176647	176647	24190	271741	What can you do to get gel nail polish dry without an UV light?	How can I dry gel nail polish first?	0	3
3931	176740	176740	5894	5742	Can you get pregnant one day before ovulation?	How possible is it to get pregnant one day after my 3 day period?	1	3
3937	176929	176929	248547	171159	For recent college graduates, what's the difference between a good cover letter and a bad cover letter?	How can one write the perfect cover letter, step by step?	0	3
3944	177395	177395	272723	219075	What is a suitable inpatient drug and alcohol rehab center near Mecklenburg County NC?	What is a suitable inpatient drug and alcohol rehab center near Lee County NC?	0	2
3952	177734	177734	273148	273149	How do you fix cat scratches on leather?	How do you fix cat scratches on a leather couch?	0	1
3955	177922	177922	273389	273390	What are the effects of bathing with cold water in winter?	What is the difference between a bath bar and a face bar?	0	3
3956	177927	177927	222613	52951	Which is a suitable inpatient drug and alcohol rehab center near Garland County AR?	Which is a suitable inpatient drug and alcohol rehab center near Jackson County AR?	0	2
3957	177993	177993	5895	62003	Can u get pregnant the day after your period ends?	Can I get pregnant two days after my period ends?	1	3
3960	178046	178046	273543	273544	Are Hong Kong people weak in creating their own culture?	Is Hong Kong a cultural wasteland?	1	3
3961	178049	178049	171068	273548	What is the best top loading washing machine in India?	What is the best top loading washing machine?	0	1
3970	178399	178399	274013	274014	How can you draw the beryllium Bohr diagram?	How do you draw a Bohr diagram for calcium?	0	3
3976	178673	178673	274352	148986	Can one do anything to avoid gas related troubles after eating foods like kidney beans and chick peas?	Can you stop gas after eating beans?	1	3
3977	178682	178682	274366	274367	Can you state the law of conservation of mass?	Can anyone of you state the Law of Conservation of Mass?	1	3
3978	178693	178693	250947	274383	Is there any facial hair removal cream?	Can is use hair removal creams to remove pubic hair?	0	3
3982	178867	178867	274604	274605	What causes ear pain while swallowing with a sore throat?	What can having a sore throat with cough and ear pain mean?	0	1
4023	180263	180263	50620	25799	Will regular masturbation eventually make you sterile and have a lower sperm count?	Can frequent masturbation (once in a day) for several months lower the sperm count?	1	3
4031	180544	180544	276790	98963	How do you gain weight to build muscle if you have a lean body?	How do I gain weight to build muscle?	0	3
4034	180642	180642	276907	276908	How can you make a sequence diagram of a library management system?	How is a case diagram of library management system used?	0	3
4037	180853	180853	277185	277186	Can one live without sex?	Can we live without sex?	1	1
4040	181008	181008	70442	125461	How can you determine the chemical formula for calcium dinitrate?	How can you determine the chemical formula for calcium nitride?	0	3
4060	182006	182006	194911	165372	What is the best whey protein in India while loosing weight for a fat guy?	Which are the best whey protein brands in India?	1	2
4091	183358	183358	35066	37046	How does long distance relationship work?	Can a long distance relationship still exist? How can you make it work?	1	3
4092	183361	183361	280418	104751	Can I use coconut oil if I use minodoxil?	How can we use coconut oil?	0	3
4093	183379	183379	280442	280443	What is induction hardening? Where it is used?	What is induction hardening?	1	2
4101	183643	183643	2996	22153	Where can I get knowledgeable assistance for transfer of property in Sydney?	Where can I get best property transaction support in Sydney?	1	1
4108	183747	183747	280898	280899	What is choke coil?	What is choke choke coil?	1	3
4109	183803	183803	280968	280969	What's big data?	What is Big Data problem?	0	1
4125	184516	184516	281893	281894	What are the health effects of chewing gum?	What are the health related disadvantages of chewing gum?	1	3
4126	184532	184532	62468	281914	Can straight men be friends with gay men?	Can two men be friends without being gay?	0	3
4128	184617	184617	151741	282015	Which is a suitable inpatient drug and alcohol rehab center in Page County IA?	Which is a suitable inpatient drug and alcohol rehab center in Harrison County IA?	0	2
4136	184906	184906	282398	1011	How do you pass a drug test for meth using baking soda?	How does baking soda help you pass a drug test?	1	3
4141	185200	185200	282770	282771	Where can we get cow dung soap in Mumbai?	Methane: How much dung can a cow produce in a day?	0	2
4144	185430	185430	283087	283088	How do I accelerate smoothly while driving a car with manual transmission?	Is it a good idea to drive a manual transmission car in San Diego?	0	3
4145	185447	185447	283105	283106	How much water should a 1.3 year old drink per day?	How much water should a 12-year-old drink per day?	0	3
4155	185915	185915	283716	157695	What are some ways to learn organic chemistry fast?	How can I learn organic chemistry?	1	3
4160	186209	186209	69795	284091	Is time a scalar quantity or vector quantity? Why?	Is time a scalar quantity or a vector quantity?	1	3
4163	186358	186358	284267	284268	Minoxidil really useful?	Should I use Minoxidil?	0	1
4176	186897	186897	151048	265391	How much can one person really change the world?	Can one person really change the world?	1	3
4180	187006	187006	285109	285110	Do white guys date Asian girls?	Why do white Western guys like Asian girls?	1	1
4184	187126	187126	285254	285255	What is the gravitational force of a black hole?	What is the gravitational pull of black hole?	1	1
4185	187140	187140	285275	285276	How can chemical bonds form?	How is a chemical bond formed?	1	3
4200	187828	187828	286176	286177	Can we live without sex?	How do I live without sex?	0	1
4212	188470	188470	287017	287018	Can anxiety give you a headache and make you tired?	Can anxiety make you tired?	1	3
4217	188616	188616	287219	287220	What is gravitational flux?	What's electromagnetic flux?	0	1
4227	189569	189569	288364	288365	Where is the best place to live in orange county for a social young professional in their 20s?	Where's the best place to live in Orange County, California for someone who is dependent on public transit?	0	2
4229	189746	189746	202932	288596	Can a transgender male get a woman pregnant?	Can a pregnant woman get pregnant?	0	3
