	id	qid1	qid2	question1	question2	is_duplicate
73439	73439	35102	42463	What is the best effective treatment for impotence?	What is the best treatment for sexual impotence?	1
73493	73493	126112	126113	How are reproduction and heredity related?	How are genetics and heredity related?	0
73509	73509	126139	126140	Is time the fourth dimension?	How is time a fourth dimension?	1
73522	73522	126161	126162	Can we see stars in space with the human eye?	Can you see stars when in outer space?	1
73605	73605	126294	126295	Does technology make us not lazy?	Does technology make us lazy?	0
73818	73818	126622	126623	What causes blood cancer?	What cause blood cancer?	1
73856	73856	84700	20431	When can women get pregnant in the menstrual cycle?	Can I get pregnant a week after my cycle?	1
73872	73872	120758	126705	What is the best diet for fat loss?	What are the best exercises for lower abs, fat loss, and fitness?	0
73895	73895	126742	126743	Does time flow?	Is time really flowing?	1
73906	73906	126761	126762	What is the best online pharmacy without prescription?	What is the best online pharmacy for buying hydrocodone without a prescription?	0
73951	73951	126830	126831	What is the safety conditions when minimum factor of safety is applied?	What is the safety conditions when maximum factor of safety is applied?	1
73967	73967	126855	126856	What is polar wind?	What are polar wind?	1
73981	73981	126876	126877	Why does water stain leather?	How do you get rid of stains from leather?	0
74039	74039	126964	126965	Which Newton laws of motion are valid on projectile motion?	Can we apply all Newton laws on projectile motion?	1
74076	74076	127014	127015	What are First World, Second World and Third World countries?	Is Argentina a third world country?	0
74078	74078	16302	127017	Dark Web: How can you access the deep web on a mobile phone?	How deep is dark web?	0
74079	74079	127018	127019	Does eating eggs also cause bird flu?	Can eating boiled egg or omelette cause bird flu?	1
74166	74166	127154	127155	Is eating salt after drinking orange juice necessary?	Shall I eat salt after drinking an orange juice?	1
74186	74186	53082	127188	Does PhenQ weight loss pills work?	Any reviews on himalayas weight loss pills?	1
74291	74291	119845	127343	Where is the best online digital marketing course?	Which one is the best Digital marketing course in India?	1
74298	74298	127348	127349	What are signs of low blood sugar?	What are the symptoms for having low blood sugar?	1
74346	74346	44946	21280	Which is the best quickbooks auto data recovery support number?	Which is the best QuickBooks Hosting Support Number in New York?	1
74352	74352	127438	127439	What are the chemical characteristics of a semi permeable cell membrane?	What are some of the structural characteristics of a semi permeable cell membrane?	0
74359	74359	52632	115213	What is a suitable inpatient drug and alcohol rehab center near Clay County IA?	What is a suitable inpatient drug and alcohol rehab center near Lyon County IA?	0
74365	74365	127456	127457	Can you only get pregnant during ovulation?	Can you get pregnant on high fertility days?	1
74428	74428	79955	19119	Where can I get huge selection of floor tiles in Sydney?	Where can I get various range of stylish ceramic floor tiles in Sydney?	1
74449	74449	127584	127585	What vegetarian foods are high in protein?	Which vegetarian foods are rich in protein?	1
74458	74458	127599	127600	Which is the best book to study inorganic chemistry in 20 days?	Which is the best book for studying inorganic chemistry?	1
74460	74460	127603	127604	What is Genetic Mutation?	What does genetic mutation means?	1
74477	74477	127630	127631	What does a tiger versus a dragon tattoo mean?	What does the dragon vs. tiger tattoo mean?	1
74519	74519	30800	127691	Which is a good inpatient drug and alcohol rehab center in Union County IL?	Which is a good inpatient drug and alcohol rehab center in Union County LA?	0
74621	74621	127842	127843	How does speech recognition software work?	How does speech recognition work?	0
74650	74650	127886	127887	Does plastic or rubber conduct electrical energy?	How does nitrile rubber conductivity electricity?	0
74691	74691	12507	38094	Where can I get list of stylish collection of designer floor tiles in Sydney?	Where can I get a huge choice of high quality wall and floor tiles in Sydney?	1
74832	74832	128172	128173	Can biting nipples stop breast growth?	Can biting nipples stunt breast growth?	1
74864	74864	128224	115993	What is refraction index?	What is refractive index?	1
74895	74895	128273	1325	How does one make a great cup of coffee?	What makes a great cup of coffee great?	1
75002	75002	96387	81597	What is dissociative identity disorder?	Is Dissociative Identity Disorder real?	0
75046	75046	120498	59276	How do you get rid of visible pores on your nose?	How do I get rid of open pores on my nose?	1
75135	75135	128637	128638	What if time is physical dimension?	Is space time a physical dimension?	0
75146	75146	128655	128656	How do I use the law of attraction in daily life?	How can I use the law of attraction in daily life?	1
75300	75300	95974	128889	Is drinking milk everyday bad for an adult?	Is drinking too much milk bad for you?	0
75306	75306	128900	128901	How does the body burn off fat? Through breathing or urination!	How does the human body burn fat?	1
75366	75366	129001	129002	What is the equation for anaerobic respiration in yeast?	What is forced respiration?	0
75382	75382	129027	129028	Are all cultures equal?	Is culture equal?	1
75419	75419	129086	129087	What does baking powder smell like?	Food Science: Is single-acting baking powder or double-acting baking powder better for baking?	0
75441	75441	129119	129120	Can girls play in the international cricket team?	Can girls play in international cricket teams of men?	0
75476	75476	129173	129174	Can Indian police arrest criminal outside India?	Can the Indian police arrest anyone?	0
75483	75483	129183	129184	What is the mental health stigma like in Canada?	What is the mental health stigma?	0
75514	75514	78631	129231	What is life in prison like?	What is life like in prison?	1
75567	75567	19868	129309	Can using birth control cause complications in future pregnancies?	Can birth control pills cause me to become permanently infertile?	1
75650	75650	45052	85443	How to gain weight ?	How do I gain weight fast but still be healthy?	1
75715	75715	129532	69299	"Can dark matter form ""atoms"" in the classical sense, such as dark hydrogen or dark helium?"	Are neutrinos dark matter?	0
75716	75716	129533	129534	Does light affect sound level?	Does light affect sound?	1
75720	75720	129539	129540	How do i change my mobile number for ATM card?	How do I change my mobile number in SBI through ATM card?	0
75753	75753	129588	129589	What is the strain gauge factor?	What does a strain gauge measure?	0
75755	75755	129592	129593	What is the significance of the independent electron approximation?	What is the significance of the free electron model?	1
75846	75846	129734	129735	Can science explain love?	Can science explain this?	0
75912	75912	129837	129838	"Why is Clay sleepwalking in ""One Tree Hill""?"	Are there any more shows like The OC, 90210 and One Tree Hill?	0
75948	75948	129891	129892	What is beard oil?	Is beard oil effective?	0
76071	76071	130089	130090	Which one is better to learn, British English or American English?	Which is better to learn, American English or British English?	1
76075	76075	83711	18694	What is the process to rent a land to host mobile tower in india?	What is the procedure to get a mobile signal tower constructed on my barren land in India?	1
76284	76284	130432	130433	Snake Fight: Can King Cobra eats King Snake in a close fight?	Who makes best web Thems design in west Delhi?	0
76325	76325	130492	130493	Entropy why life meaning?	Since the universe is expanding due to dark energy does that mean dark energy is also the fundamental reason why entropy increases in a closed system?	0
76327	76327	56197	130496	How many seven star hotels are there in India?	Which is the first five star hotel in India?	0
76328	76328	114936	5020	Can acrylic paints be used on acetate?	How do you use acrylic paint on glass?	0
76373	76373	130566	130567	Does nitric acid react with metals?	How does magnesium react with nitric acid?	0
76393	76393	130596	130597	Did the Wall Street Crash lead to the Great Depression?	Did the Wall Street Crash come as a surprise? Did the Wall Street Crash lead to the Great Depression?	0
